1.613	9.656
1.804	9.620
1.996	9.585
2.187	9.548
2.379	9.513
2.572	9.477
2.765	9.439
2.956	9.406
3.147	9.406
3.341	9.367
3.533	9.333
3.726	9.298
3.917	9.298
4.108	9.261
4.299	9.224
4.490	9.224
4.683	9.189
4.876	9.188
5.068	9.151
5.260	9.150
5.451	9.117
5.642	9.117
5.833	9.117
6.028	9.080
6.251	9.080
6.442	9.080
6.636	9.081
6.829	9.083
7.020	9.044
7.212	9.044
7.404	9.045
7.597	9.044
7.788	9.044
7.979	9.080
8.172	9.080
8.364	9.080
8.555	9.080
8.781	9.083
8.972	9.117
9.163	9.117
9.355	9.117
1.510	9.230
1.703	9.195
1.894	9.160
2.117	9.088
2.308	9.052
2.500	9.016
2.692	9.017
2.884	8.981
3.077	8.946
3.269	8.908
3.460	8.874
3.653	8.836
3.846	8.837
4.068	8.800
4.259	8.765
4.451	8.766
4.642	8.729
4.835	8.729
5.026	8.697
5.219	8.693
5.410	8.658
5.636	8.659
5.827	8.659
6.020	8.622
6.211	8.622
6.402	8.622
6.594	8.622
6.818	8.623
7.011	8.622
7.202	8.586
7.393	8.586
7.587	8.586
7.779	8.623
7.970	8.622
8.194	8.622
8.386	8.622
8.577	8.622
8.769	8.623
8.961	8.659
9.153	8.658
9.378	8.659
1.452	8.765
1.645	8.729
1.837	8.695
2.029	8.659
2.252	8.624
2.444	8.588
2.636	8.553
2.827	8.517
3.019	8.482
3.211	8.445
3.436	8.411
3.629	8.411
3.820	8.375
4.012	8.340
4.204	8.340
4.426	8.304
4.618	8.268
4.811	8.269
5.003	8.233
5.196	8.234
5.420	8.234
5.611	8.198
5.803	8.199
5.996	8.198
6.219	8.163
6.411	8.162
6.605	8.163
6.796	8.163
7.020	8.163
7.212	8.163
7.403	8.163
7.595	8.163
7.788	8.163
8.014	8.163
8.205	8.166
8.397	8.170
8.589	8.163
8.812	8.198
9.004	8.198
9.195	8.197
9.387	8.233
1.379	8.305
1.570	8.269
1.763	8.235
1.956	8.201
2.147	8.164
2.371	8.127
2.561	8.092
2.752	8.056
2.945	8.022
3.171	7.985
3.363	7.985
3.556	7.951
3.778	7.914
3.969	7.880
4.161	7.880
4.353	7.845
4.578	7.844
4.771	7.807
4.964	7.808
5.187	7.773
5.379	7.774
5.569	7.736
5.762	7.737
5.986	7.737
6.179	7.702
6.373	7.702
6.595	7.703
6.787	7.703
6.978	7.703
7.205	7.702
7.396	7.702
7.587	7.702
7.813	7.703
8.005	7.703
8.198	7.703
8.422	7.702
8.613	7.702
8.806	7.737
9.030	7.736
9.222	7.737
9.414	7.773
1.288	7.883
1.480	7.847
1.704	7.811
1.895	7.776
2.087	7.704
2.310	7.668
2.502	7.633
2.694	7.633
2.919	7.597
3.110	7.561
3.302	7.527
3.526	7.489
3.720	7.455
3.911	7.455
4.134	7.420
4.326	7.385
