2.463	9.470
2.857	9.395
3.170	9.322
3.562	9.248
3.955	9.174
4.267	9.100
4.660	9.027
5.052	8.953
5.367	8.878
5.757	8.806
6.152	8.732
6.466	8.658
6.855	8.585
7.249	8.585
7.562	8.513
7.956	8.442
8.351	8.371
8.664	8.364
9.055	8.290
9.447	8.216
9.757	8.216
2.303	9.043
2.696	8.968
3.087	8.821
3.402	8.748
3.793	8.675
4.186	8.600
4.500	8.527
4.893	8.453
5.285	8.380
5.677	8.304
5.993	8.230
6.385	8.158
6.778	8.158
7.093	8.085
7.486	8.011
7.877	7.937
8.272	7.938
8.586	7.865
8.976	7.792
9.369	7.717
9.755	7.717
2.238	8.519
2.552	8.444
2.945	8.371
3.336	8.299
3.730	8.152
4.044	8.077
4.433	8.003
4.827	7.929
5.141	7.856
5.531	7.784
5.925	7.781
6.317	7.709
6.630	7.634
7.022	7.560
7.414	7.486
7.805	7.413
8.199	7.413
8.514	7.338
8.903	7.267
9.297	7.264
9.689	7.191
2.073	8.002
2.465	7.928
2.857	7.856
3.172	7.781
3.564	7.708
3.955	7.633
4.348	7.561
4.662	7.487
5.055	7.413
5.447	7.339
5.840	7.265
6.156	7.191
6.547	7.117
6.940	7.043
7.334	6.969
7.726	6.969
8.040	6.896
8.434	6.822
8.824	6.749
9.218	6.749
9.607	6.675
1.906	7.547
2.298	7.485
2.692	7.339
3.083	7.263
3.474	7.189
3.788	7.116
4.182	7.049
4.575	6.979
4.965	6.896
5.357	6.823
5.669	6.755
6.063	6.675
6.456	6.601
6.846	6.528
7.239	6.528
7.635	6.454
7.949	6.380
8.340	6.307
8.733	6.309
9.125	6.234
9.518	6.158
1.839	7.057
2.229	6.983
2.544	6.909
2.935	6.835
3.328	6.687
3.720	6.610
4.112	6.538
4.503	6.464
4.819	6.399
5.219	6.328
5.604	6.258
5.992	6.167
6.385	6.165
6.778	6.097
7.170	6.020
7.560	5.942
7.874	5.868
8.267	5.868
8.658	5.795
9.050	5.721
9.443	5.720
1.673	6.527
2.067	6.455
2.459	6.382
2.850	6.308
3.166	6.234
3.557	6.161
3.949	6.088
4.347	6.031
4.735	5.941
5.129	5.867
5.522	5.792
5.914	5.721
6.313	5.663
6.703	5.580
7.093	5.499
7.408	5.424
7.799	5.425
8.193	5.351
8.585	5.276
8.977	5.208
9.370	5.203
1.530	6.090
1.921	6.024
2.314	5.879
2.706	5.801
3.097	5.726
3.489	5.651
3.880	5.578
4.274	5.503
4.665	5.428
5.057	5.354
5.449	5.279
5.842	5.204
6.155	5.131
6.546	5.056
6.938	4.981
7.331	4.982
7.721	4.908
8.113	4.833
8.507	4.760
8.899	4.760
9.290	4.685
1.440	5.578
1.833	5.505
2.225	5.430
2.538	5.355
2.932	5.213
3.323	5.134
3.716	5.059
4.106	4.984
4.500	4.909
4.893	4.835
5.283	4.762
5.682	4.702
6.075	4.620
6.463	4.611
6.856	4.538
7.248	4.462
7.641	4.390
8.034	4.318
8.428	4.317
8.819	4.243
9.290	4.169
1.282	5.141
1.673	4.993
2.065	4.919
2.458	4.846
2.850	4.774
3.242	4.696
3.633	4.623
4.025	4.547
4.418	4.474
4.809	4.399
5.201	4.325
5.595	4.251
5.987	4.178
6.379	4.104
6.772	4.030
7.163	3.956
7.557	3.890
7.950	3.881
8.419	3.825
8.814	3.742
9.205	3.733
1.128	4.620
1.519	4.546
1.911	4.471
2.307	4.338
2.695	4.250
3.089	4.179
3.557	4.102
3.952	4.055
4.344	3.967
4.738	3.898
5.130	3.828
5.521	3.749
5.913	3.672
6.307	3.601
6.693	3.512
7.085	3.512
7.477	3.439
7.869	3.366
8.340	3.291
8.732	3.291
9.105	3.217
1.055	4.176
1.445	4.037
1.838	3.956
2.229	3.883
2.622	3.809
3.014	3.741
3.405	3.587
3.797	3.514
4.193	3.463
4.591	3.396
5.058	3.318
5.451	3.254
5.843	3.193
6.233	3.151
6.626	3.074
7.015	2.999
7.410	2.925
7.883	2.851
8.274	2.851
8.666	2.778
9.059	2.703
0.889	3.667
1.282	3.595
1.673	3.521
2.065	3.371
2.459	3.297
2.928	3.223
3.321	3.150
3.714	3.076
4.106	3.004
4.500	2.927
4.893	2.853
5.285	2.780
5.758	2.705
6.152	2.636
6.543	2.562
6.935	2.485
7.329	2.412
7.798	2.410
8.190	2.337
8.584	2.263
8.974	2.263
0.742	3.220
1.131	3.072
1.601	2.999
1.994	2.924
2.385	2.852
2.778	2.704
3.168	2.630
3.562	2.557
4.032	2.483
4.423	2.411
4.819	2.354
5.207	2.264
5.599	2.188
6.071	2.116
6.461	2.044
6.854	2.041
7.246	1.968
7.717	1.893
8.110	1.823
8.501	1.819
8.894	1.749
0.665	2.702
1.054	2.628
1.447	2.554
1.842	2.436
2.230	2.341
2.703	2.259
3.093	2.185
3.485	2.118
3.882	2.066
4.350	1.980
4.741	1.891
5.134	1.816
5.523	1.743
5.996	1.669
6.386	1.600
6.779	1.522
7.173	1.449
7.642	1.376
8.034	1.377
8.425	1.302
8.897	1.232
0.514	2.275
0.898	2.118
1.290	2.042
1.759	1.969
2.152	1.895
2.546	1.748
2.934	1.675
3.409	1.606
3.802	1.532
4.191	1.456
4.663	1.381
5.056	1.308
5.449	1.233
5.842	1.161
6.311	1.086
6.707	1.012
7.098	1.012
7.569	0.938
7.962	0.863
8.355	0.791
